pipe,n1,n4,n31,n54,n105,n114,n163,n188,n215,n229,n288,n296,n332,n342,n410,n415,n429,n458,n469,n495,n506,n516,n519,n549,n613,n636,n644,n679,n722,n726,n740,n752,n769
p60,-0.0004196167,-0.0004196167,-0.0004272461,-0.32484436,-0.111312866,-0.12699509,-0.26151276,-0.25517273,0.0,-0.392231,-0.6794281,-0.35796356,-0.15623856,-0.33942413,-0.32835197,-0.2539749,-0.33036804,-0.28327942,-0.110580444,-0.085933685,-0.12778854,-0.1526947,-0.23832321,-0.17874908,-0.28367615,-0.3605423,-0.5076523,-0.56111526,-0.479084,-0.64992905,-0.24030304,-0.7863617,-0.52267456
p61,-0.00036239624,-0.00036239624,-0.00036621094,-0.27000046,-0.09357834,-0.10681915,-0.21878815,-0.21363068,0.0,-0.32310104,-0.5202484,-0.43982315,-0.13108826,-0.28143692,-0.2728939,-0.21208572,-0.2745781,-0.23656464,-0.092983246,-0.07213211,-0.10737991,-0.12833786,-0.199337,-0.15002823,-0.23721695,-0.31194687,-0.40583038,-0.4997177,-0.6083603,-0.6387863,-0.24816895,-0.54159164,-0.39582825
p62,-0.0003566742,-0.00035858154,-0.00036239624,-0.26846695,-0.093070984,-0.10625458,-0.21759033,-0.21245956,0.0,-0.32127,-0.5173073,-0.43696213,-0.13038254,-0.27982712,-0.27134323,-0.21090317,-0.27301025,-0.23525238,-0.09248352,-0.071746826,-0.106803894,-0.12764359,-0.19823456,-0.1492157,-0.23591232,-0.31023407,-0.40350342,-0.49689102,-0.6043663,-0.63485336,-0.24663925,-0.5384712,-0.3935547
p63,-0.00036239624,-0.00036239624,-0.00036621094,-0.27000046,-0.09357834,-0.10681915,-0.21878815,-0.21363068,0.0,-0.32310104,-0.5202484,-0.43982315,-0.13108826,-0.28143692,-0.2728939,-0.21208572,-0.2745781,-0.23656464,-0.092983246,-0.07213211,-0.10737991,-0.12833786,-0.199337,-0.15002823,-0.23721695,-0.31194687,-0.40583038,-0.4997177,-0.6083603,-0.6387863,-0.24816895,-0.54159164,-0.39582825
p64,-0.0004234314,-0.0004196167,-0.0004272461,-0.31283188,-0.10744095,-0.122600555,-0.25216675,-0.24609375,0.0,-0.37730026,-0.6458473,-0.35572815,-0.15074158,-0.32670975,-0.3162136,-0.24481583,-0.3181572,-0.27305984,-0.106739044,-0.08291626,-0.12333679,-0.14737701,-0.22980118,-0.17247391,-0.27350998,-0.34965134,-0.48605347,-0.56391144,-0.483078,-0.7173233,-0.23252869,-0.7055931,-0.4721794
p65,-0.00028800964,-0.0002861023,-0.0002937317,-0.2095604,-0.073467255,-0.08391571,-0.17095184,-0.1670456,0.0,-0.2467308,-0.35084915,-1.076561,-0.10271454,-0.21785355,-0.21185493,-0.16535187,-0.21316147,-0.18447113,-0.07301712,-0.056549072,-0.08426285,-0.10074234,-0.15567017,-0.11760712,-0.1852951,-0.25982666,-0.28808212,-0.34340668,-0.47332,-0.4005432,-0.24929428,-0.37143707,-0.29550934
p66,-0.00050735474,-0.00050735474,-0.00051498413,-0.3713417,-0.12605667,-0.14378357,-0.29730988,-0.28995132,0.0,-0.44765472,-0.5419197,-0.28619766,-0.17721176,-0.38853836,-0.37545967,-0.28919983,-0.37770462,-0.32253647,-0.12520981,-0.09743118,-0.14476776,-0.17295074,-0.27101898,-0.20269775,-0.3226204,-0.40838242,-0.5944443,-0.5845032,-0.35212326,-0.46050644,-0.17892838,-0.4718628,-0.34669876
p67,-0.0004749298,-0.00047683716,-0.00048446655,-0.3560524,-0.12121582,-0.13827896,-0.28541565,-0.27838135,0.0,-0.42214203,-0.5224457,-0.29076004,-0.1702919,-0.37186813,-0.3600521,-0.27760696,-0.36218262,-0.30950928,-0.12040329,-0.093647,-0.13918686,-0.16629791,-0.26021194,-0.1947937,-0.30960464,-0.41696167,-0.51802444,-0.7148094,-0.3509903,-0.45440292,-0.17874908,-0.459507,-0.33759308
p68,-0.0005168915,-0.00051498413,-0.0005187988,-0.38360214,-0.12999344,-0.14825058,-0.3068123,-0.29917908,0.0,-0.46393967,-0.59552383,-0.3011818,-0.18279266,-0.40146255,-0.3878498,-0.2985382,-0.3901558,-0.3329544,-0.12911606,-0.1004982,-0.14929962,-0.17835236,-0.27969742,-0.20906448,-0.33294296,-0.416008,-0.62852097,-0.58480835,-0.37585068,-0.49549103,-0.19068146,-0.5127411,-0.37680054
p69,-0.00023651123,-0.00023651123,-0.00024032593,-0.1783104,-0.06301117,-0.07199097,-0.14620972,-0.14295578,0.0,-0.21213913,-0.3296585,-0.42997742,-0.08799362,-0.18532562,-0.18025208,-0.14115143,-0.18136597,-0.15756989,-0.0626297,-0.048446655,-0.072250366,-0.08639145,-0.1330719,-0.10078812,-0.15849304,-0.21437836,-0.25826263,-0.30766678,-0.46945953,-0.37383652,-0.50156784,-0.35915756,-0.34991837
p70,-0.0004310608,-0.0004310608,-0.0004386902,-0.32331848,-0.11082077,-0.12644577,-0.2603264,-0.2540207,0.0,-0.39038467,-0.67598724,-0.35606003,-0.15553665,-0.33781052,-0.32681084,-0.25280762,-0.32881546,-0.2819786,-0.11009598,-0.085552216,-0.12721634,-0.15201569,-0.23723984,-0.177948,-0.28237534,-0.3590088,-0.5051117,-0.56054306,-0.47696304,-0.6528206,-0.23822784,-0.76662827,-0.51405716
p71,-0.00042915344,-0.0004272461,-0.0004348755,-0.3177719,-0.10903168,-0.12440872,-0.2560196,-0.24983215,0.0,-0.38375854,-0.66306686,-0.35749435,-0.15299988,-0.3319702,-0.32120132,-0.24858475,-0.32317734,-0.27726746,-0.108314514,-0.08415604,-0.12516403,-0.14955902,-0.23330307,-0.17505264,-0.27769852,-0.35318375,-0.49616623,-0.5446396,-0.47427368,-0.6272354,-0.24688339,-0.7537842,-0.5746002
p72,-0.00065612793,-0.00065231323,-0.0006599426,-0.48337173,-0.16121292,-0.1837349,-0.3831253,-0.37327576,-0.46268845,-1.6661797,-0.32048798,-0.20286179,-0.22732544,-0.50733566,-0.48885536,-0.37374878,-0.4915924,-0.41685867,-0.16007233,-0.12489319,-0.18527603,-0.22125244,-0.34938812,-0.25989532,-0.41609573,-0.43649673,-0.4705429,-0.3331833,-0.22761154,-0.2801094,-0.11886978,-0.2851944,-0.21215439
p73,-0.00065612793,-0.00065231323,-0.0006599426,-0.47894287,-0.15984344,-0.18218231,-0.37977982,-0.37002945,-0.38832474,-1.6470108,-0.31762314,-0.20105362,-0.22536469,-0.5027275,-0.48436737,-0.37043,-0.48708725,-0.41316986,-0.15871048,-0.123817444,-0.18369675,-0.21936417,-0.34631348,-0.25767136,-0.41246033,-0.43256378,-0.46617126,-0.33018494,-0.22559738,-0.2776146,-0.11781311,-0.28267288,-0.21027374
p74,-0.00064468384,-0.00064468384,-0.00064849854,-0.47062302,-0.15726471,-0.17925262,-0.37348175,-0.3639183,-0.2577057,-1.6111107,-0.3122406,-0.19766235,-0.22169113,-0.4940338,-0.47592926,-0.36418152,-0.4786148,-0.40623856,-0.15615082,-0.1218071,-0.1807251,-0.21582413,-0.34054947,-0.25347137,-0.40560913,-0.42515564,-0.45797348,-0.3245468,-0.22179794,-0.27294922,-0.1158371,-0.27791595,-0.20673752
p75,-0.0006504059,-0.00064849854,-0.00065231323,-0.46780014,-0.15639114,-0.17825699,-0.3713379,-0.3618431,-0.19694138,-1.5989532,-0.31041336,-0.19651031,-0.2204361,-0.49108505,-0.47306633,-0.3620491,-0.4757347,-0.40387344,-0.15528107,-0.12111664,-0.17971802,-0.21462631,-0.3385849,-0.25204468,-0.40328598,-0.42264557,-0.45519257,-0.32263565,-0.22051239,-0.27135468,-0.11515808,-0.27629852,-0.20553589
p76,-0.000623703,-0.00062561035,-0.00063323975,-0.46186066,-0.15454102,-0.17616272,-0.36683273,-0.3574791,-0.08033371,-1.5734863,-0.30657196,-0.19408798,-0.21780777,-0.48487473,-0.46704102,-0.3575821,-0.4696846,-0.39891815,-0.15345764,-0.11967468,-0.17758942,-0.21208954,-0.3344612,-0.24904251,-0.3983841,-0.4173584,-0.44934082,-0.31861496,-0.21780396,-0.2680092,-0.11375046,-0.27289963,-0.20301437
p77,-0.0004310608,-0.0004310608,-0.0004386902,-0.32331848,-0.11082077,-0.12644577,-0.2603264,-0.2540207,0.0,-0.39038467,-0.67598724,-0.35606003,-0.15553665,-0.33781052,-0.32681084,-0.25280762,-0.32881546,-0.2819786,-0.11009598,-0.085552216,-0.12721634,-0.15201569,-0.23723984,-0.177948,-0.28237534,-0.3590088,-0.5051117,-0.56054306,-0.47696304,-0.6528206,-0.23822784,-0.76662827,-0.51405716
p78,-0.0006504059,-0.00064849854,-0.00065231323,-0.46770096,-0.156353,-0.17821503,-0.3712616,-0.36176682,-0.50045776,-1.5986862,-0.3103447,-0.19646454,-0.2203865,-0.49097824,-0.47296715,-0.36197662,-0.4756317,-0.4037857,-0.15525436,-0.121089935,-0.17967987,-0.21457672,-0.33851242,-0.25199127,-0.40319824,-0.42255783,-0.4550972,-0.32256317,-0.22047043,-0.27129745,-0.11513519,-0.2762413,-0.20549774
p79,-0.00071907043,-0.0007171631,-0.0007209778,-0.5332184,-0.17650604,-0.20111084,-0.4206047,-0.4095993,0.0,-0.70328903,-0.35269165,-0.22314835,-0.24916077,-0.5591278,-0.5394497,-0.4109993,-0.5424042,-0.45817947,-0.17523575,-0.13685608,-0.20289993,-0.24224854,-0.38373566,-0.2848053,-0.4568138,-0.48085785,-0.5198631,-0.3669548,-0.25027847,-0.30805588,-0.1306839,-0.31359863,-0.23326492
p80,-0.0006198883,-0.00061798096,-0.00062179565,-0.44817352,-0.15026855,-0.17129135,-0.3562889,-0.3472252,0.0,-0.5567665,-0.52186584,-0.27708817,-0.211689,-0.46991348,-0.45319557,-0.3472786,-0.45581818,-0.3873253,-0.14921951,-0.11632156,-0.1726532,-0.20620346,-0.3248787,-0.24205399,-0.38682938,-0.44779205,-0.9183998,-0.49230957,-0.3360901,-0.43462753,-0.17237091,-0.4510994,-0.33316803
p81,-0.00045013428,-0.00044631958,-0.00045394897,-0.3374443,-0.42995453,-0.7945061,-0.38453674,-0.40190125,0.0,-0.2731781,-0.15556717,-0.100631714,-0.4151268,-0.3388443,-0.33358574,-0.3572998,-0.33117676,-0.3690796,-0.43868256,-0.2428627,-0.45782852,-2.2468529,-0.37366867,-0.61790466,-0.3779869,-0.22059631,-0.2164917,-0.16287231,-0.11224365,-0.13720703,-0.058776855,-0.13952255,-0.10391617
p82,-0.0004196167,-0.0004196167,-0.0004234314,-0.31617737,-0.47441864,-1.0882225,-0.35871506,-0.3713379,0.0,-0.25542068,-0.14573288,-0.09425354,-0.40782166,-0.3155632,-0.3125,-0.340065,-0.3102188,-0.34400177,-0.4912796,-0.24757004,-0.47453308,-1.1136475,-0.35495758,-0.5107155,-0.35006332,-0.2063713,-0.20265198,-0.15251541,-0.105163574,-0.12855148,-0.055072784,-0.1307373,-0.09737778
p83,-0.0006713867,-0.000667572,-0.0006713867,-0.4881668,-0.30917358,-0.36138535,-0.5730438,-0.6417122,0.0,-0.3997345,-0.22482681,-0.14554596,-0.4309044,-0.5085335,-0.48312187,-0.47234344,-0.47978973,-0.55181503,-0.30713654,-0.22827148,-0.35935974,-0.4770546,-0.4973297,-0.6450958,-0.5955391,-0.32146072,-0.3143654,-0.23601532,-0.16203308,-0.19807434,-0.08482361,-0.20126724,-0.14987946
p84,-0.00074005127,-0.0007362366,-0.00074386597,-0.5422287,-0.24873734,-0.28386688,-0.7283249,-0.595253,0.0,-0.43457794,-0.24369049,-0.15779877,-0.35417175,-0.5495491,-0.5358734,-0.49475098,-0.5312958,-0.6757431,-0.24684143,-0.19186401,-0.28703308,-0.34435272,-0.53357697,-0.40901566,-0.5983772,-0.34921646,-0.34116364,-0.25606155,-0.17556763,-0.2146225,-0.09190369,-0.21804428,-0.16236877
p85,-0.00077056885,-0.00077056885,-0.00077819824,-0.57543945,-0.2647438,-0.30275726,-0.6514549,-0.6946411,0.0,-0.4805603,-0.26831436,-0.17377853,-0.3771782,-0.62584305,-0.5704899,-0.512558,-0.5671387,-0.65345764,-0.26272964,-0.20318222,-0.30594254,-0.36956024,-0.5310745,-0.4429283,-0.78043747,-0.38551712,-0.37631226,-0.28229523,-0.19321823,-0.23619843,-0.101135254,-0.23992157,-0.17865753
p86,-0.0006656647,-0.0006637573,-0.0006713867,-0.48001862,-0.2874794,-0.32509232,-0.53370285,-0.49726486,0.0,-0.3733673,-0.21060944,-0.13633728,-0.4145279,-0.459095,-0.47311974,-0.5104332,-0.46830368,-0.530262,-0.28505325,-0.22584915,-0.33106232,-0.38403702,-0.64710236,-0.43844986,-0.48985672,-0.30068588,-0.29415512,-0.22095871,-0.15182114,-0.18560028,-0.07948685,-0.18861389,-0.14046478
p87,-0.0005264282,-0.0005226135,-0.0005340576,-0.39499283,-0.34342957,-0.39242172,-0.4509964,-0.4621315,0.0,-0.3174553,-0.17995071,-0.11645126,-0.51283264,-0.3950081,-0.3902645,-0.4204483,-0.3872223,-0.43260956,-0.34059906,-0.25226593,-0.40564728,-0.45785522,-0.4437256,-0.50569534,-0.43896866,-0.25601578,-0.2508812,-0.18857956,-0.12977982,-0.15864944,-0.06796265,-0.1612854,-0.120121
p88,-0.0007324219,-0.0007286072,-0.0007324219,-0.5486908,-0.27838135,-0.31856155,-0.68618774,-0.6789551,0.0,-0.4477272,-0.25082016,-0.162426,-0.39790726,-0.5727539,-0.54294586,-0.50855637,-0.53900146,-0.64180756,-0.2762413,-0.21292496,-0.32218552,-0.38918686,-0.5404625,-0.46653366,-0.6557617,-0.35962296,-0.3512802,-0.2636299,-0.18069458,-0.22089005,-0.09458542,-0.22440338,-0.16709518
p89,-0.0005264282,-0.0005226135,-0.0005302429,-0.39330673,-0.3123665,-0.34998322,-0.43383408,-0.43523407,0.0,-0.31129456,-0.17660141,-0.114276886,-0.44731903,-0.3834381,-0.3881035,-0.44046783,-0.38470078,-0.41968536,-0.30953598,-0.25202942,-0.3574829,-0.4054222,-0.46802902,-0.4513359,-0.41740417,-0.25115585,-0.2461319,-0.18504333,-0.12738419,-0.15571213,-0.06669617,-0.15829849,-0.11789703
p90,-0.00031471252,-0.00031280518,-0.00031661987,-0.24078369,-0.40734863,-0.3828163,-0.270504,-0.27539062,0.0,-0.19386292,-0.111312866,-0.071949005,-0.33186722,-0.23709488,-0.23790932,-0.27025223,-0.23614883,-0.2594452,-0.39507294,-0.25008774,-0.38422775,-0.35480118,-0.27946472,-0.32810974,-0.26078033,-0.15696335,-0.15443039,-0.116363525,-0.08035278,-0.098236084,-0.042087555,-0.09994888,-0.07444763
p91,-0.0005283356,-0.0005302429,-0.0005340576,-0.39957047,-0.31933594,-0.36024475,-0.44618225,-0.45018005,0.0,-0.31778336,-0.18014145,-0.116573334,-0.46596146,-0.39296722,-0.3944435,-0.439106,-0.3910942,-0.4302559,-0.3165474,-0.2511673,-0.36833572,-0.4211998,-0.4693222,-0.4722557,-0.4304886,-0.25631332,-0.2511444,-0.18878555,-0.12992096,-0.15881729,-0.06803131,-0.16145706,-0.12024307
p92,-0.00037002563,-0.00036621094,-0.00037384033,-0.2782669,-0.5210686,-0.5596428,-0.31428146,-0.32217026,0.0,-0.22450638,-0.12850952,-0.083091736,-0.37803268,-0.2758751,-0.274992,-0.30506516,-0.27298355,-0.3011284,-0.5248718,-0.24214935,-0.46625137,-0.48234558,-0.3176155,-0.4037819,-0.30448914,-0.18157578,-0.17848587,-0.13441086,-0.09275818,-0.113391876,-0.048583984,-0.11534119,-0.08591461
p93,-0.0007724762,-0.00077438354,-0.00077819824,-0.5602913,-0.28022003,-0.32127,-0.6572571,-0.84095,0.0,-0.46393585,-0.25948334,-0.16804123,-0.39930344,-0.5990486,-0.5550709,-0.51239395,-0.5515404,-0.6399689,-0.2781067,-0.21379471,-0.32434082,-0.39534378,-0.53673553,-0.47959518,-0.75634766,-0.372406,-0.36365128,-0.27285004,-0.18688965,-0.22847366,-0.09782028,-0.23208618,-0.17282104
p94,-0.0007686615,-0.00077056885,-0.00077819824,-0.57526016,-0.26503754,-0.3031006,-0.65120316,-0.69753265,0.0,-0.48056412,-0.26831436,-0.17378235,-0.377594,-0.6258545,-0.57032394,-0.5125694,-0.5669899,-0.65270996,-0.26302338,-0.2033844,-0.30628967,-0.37004852,-0.5310898,-0.44361877,-0.78484726,-0.38552094,-0.37631226,-0.2822914,-0.19321442,-0.23620605,-0.101135254,-0.23992157,-0.17865753
p95,-0.00031471252,-0.00031280518,-0.00032043457,-0.24744415,-0.4840889,-0.49111176,-0.27933502,-0.2859764,0.0,-0.19991302,-0.114746094,-0.07417297,-0.33833694,-0.24486923,-0.24455261,-0.2731552,-0.24279785,-0.2675171,-0.9663391,-0.22810364,-0.41169357,-0.425663,-0.28393555,-0.3570137,-0.27005768,-0.1618042,-0.15920639,-0.119953156,-0.08283615,-0.10126877,-0.043388367,-0.10303497,-0.07675171
p96,-0.0003414154,-0.00033950806,-0.00034713745,-0.2699623,-0.5141525,-0.595047,-0.30491257,-0.3127098,0.0,-0.21793365,-0.12483978,-0.080711365,-0.36540985,-0.26760864,-0.2667942,-0.29623032,-0.26485825,-0.29211426,-0.6740799,-0.2384491,-0.44496155,-0.5018234,-0.30825424,-0.39558792,-0.2953682,-0.17629242,-0.17333603,-0.13055038,-0.09011459,-0.11014938,-0.047195435,-0.11205673,-0.083473206
p97,-0.00037574768,-0.00037765503,-0.00038146973,-0.27980042,-0.50917435,-0.7044258,-0.31625366,-0.32482147,0.0,-0.22586823,-0.12927628,-0.08358765,-0.37590027,-0.2776909,-0.27652168,-0.30583572,-0.27450943,-0.30300903,-0.57772446,-0.24068832,-0.4554367,-0.5650215,-0.31847763,-0.4160385,-0.30674362,-0.1826706,-0.1795578,-0.13521576,-0.09331131,-0.11406708,-0.048866272,-0.11602783,-0.08642578
p98,-0.000333786,-0.00033187866,-0.00033950806,-0.26776505,-0.5254822,-0.5474739,-0.30229568,-0.3097458,0.0,-0.21610641,-0.12381363,-0.08004761,-0.36403656,-0.26526642,-0.264616,-0.2943573,-0.2626915,-0.28961182,-0.65514755,-0.23920059,-0.44600296,-0.4712181,-0.30621338,-0.38836288,-0.2926712,-0.17482376,-0.17190552,-0.12947845,-0.08937073,-0.10925293,-0.04681015,-0.11114502,-0.08278656
p99,-0.0003604889,-0.00035858154,-0.00036621094,-0.28032303,-0.50785446,-0.681736,-0.31684494,-0.32534027,0.0,-0.22626877,-0.12949753,-0.08372879,-0.3774109,-0.2781868,-0.27703285,-0.306427,-0.27501678,-0.30357742,-0.5366936,-0.24040985,-0.45928192,-0.5475769,-0.31914902,-0.41509247,-0.30727386,-0.18299103,-0.1798706,-0.13545609,-0.09346771,-0.11425781,-0.04895401,-0.1162262,-0.08657074
p100,-0.0003604889,-0.00035858154,-0.00036621094,-0.28032303,-0.50785446,-0.681736,-0.31684494,-0.32534027,0.0,-0.22626877,-0.12949753,-0.08372879,-0.3774109,-0.2781868,-0.27703285,-0.306427,-0.27501678,-0.30357742,-0.5366936,-0.24040985,-0.45928192,-0.5475769,-0.31914902,-0.41509247,-0.30727386,-0.18299103,-0.1798706,-0.13545609,-0.09346771,-0.11425781,-0.04895401,-0.1162262,-0.08657074
p101,-0.00033569336,-0.00033187866,-0.00033950806,-0.26835632,-0.5431633,-0.5215187,-0.30290985,-0.31020737,0.0,-0.21653748,-0.124053955,-0.080200195,-0.36598587,-0.2657776,-0.26519966,-0.29521942,-0.2632637,-0.2902069,-0.53948593,-0.23987961,-0.45212173,-0.4540367,-0.3071022,-0.3863678,-0.29320145,-0.1751709,-0.1722374,-0.12972641,-0.08954239,-0.10946274,-0.04689789,-0.1113472,-0.08294296
p102,-0.0004043579,-0.0004043579,-0.0004081726,-0.3018036,-0.48825073,-1.1337547,-0.34179306,-0.3524704,0.0,-0.24362183,-0.13920212,-0.09002304,-0.3971672,-0.30042648,-0.2982731,-0.32691574,-0.296093,-0.32762527,-0.51109314,-0.24551773,-0.47207642,-0.7967377,-0.34093094,-0.46726608,-0.33258057,-0.19695282,-0.19347763,-0.14564896,-0.10046387,-0.122802734,-0.05261612,-0.12490845,-0.09303665
p103,-0.0004043579,-0.0004043579,-0.0004081726,-0.3018036,-0.48825073,-1.1337547,-0.34179306,-0.3524704,0.0,-0.24362183,-0.13920212,-0.09002304,-0.3971672,-0.30042648,-0.2982731,-0.32691574,-0.296093,-0.32762527,-0.51109314,-0.24551773,-0.47207642,-0.7967377,-0.34093094,-0.46726608,-0.33258057,-0.19695282,-0.19347763,-0.14564896,-0.10046387,-0.122802734,-0.05261612,-0.12490845,-0.09303665
p104,-0.00034332275,-0.00033950806,-0.00034713745,-0.26535797,-0.5692024,-0.50097656,-0.29938507,-0.3064003,0.0,-0.21408081,-0.12266922,-0.079307556,-0.36264038,-0.26265717,-0.262228,-0.29249573,-0.26032257,-0.28684616,-0.52604294,-0.24096298,-0.44951248,-0.4398384,-0.30410767,-0.3796234,-0.2896576,-0.17319107,-0.17030716,-0.12827682,-0.08854675,-0.10824585,-0.04637909,-0.11012268,-0.082019806
p105,-0.00029945374,-0.00030136108,-0.00030517578,-0.22344208,-0.420578,-0.38897705,-0.25170135,-0.25680542,0.0,-0.18038559,-0.103832245,-0.067100525,-0.3087616,-0.22036743,-0.22081566,-0.24966812,-0.21923828,-0.24113083,-0.45918274,-0.23247147,-0.36748123,-0.34789276,-0.25872803,-0.3121338,-0.24266434,-0.14615631,-0.14391708,-0.10848236,-0.074962616,-0.0916481,-0.03927231,-0.093257904,-0.06946945
p106,-0.00029945374,-0.00030136108,-0.00030517578,-0.22344208,-0.420578,-0.38897705,-0.25170135,-0.25680542,0.0,-0.18038559,-0.103832245,-0.067100525,-0.3087616,-0.22036743,-0.22081566,-0.24966812,-0.21923828,-0.24113083,-0.45918274,-0.23247147,-0.36748123,-0.34789276,-0.25872803,-0.3121338,-0.24266434,-0.14615631,-0.14391708,-0.10848236,-0.074962616,-0.0916481,-0.03927231,-0.093257904,-0.06946945
p107,-0.0003414154,-0.00034332275,-0.00034713745,-0.25953293,-0.5068054,-0.45592117,-0.29251862,-0.2989235,0.0,-0.20922852,-0.1199646,-0.077552795,-0.35629272,-0.25654984,-0.2564621,-0.28733826,-0.25458527,-0.2803192,-0.47722244,-0.24326706,-0.4498062,-0.40943527,-0.29840088,-0.36553574,-0.28274155,-0.16932678,-0.16652298,-0.12543488,-0.08659744,-0.10585785,-0.04535675,-0.10769653,-0.08021927
p108,-0.00041770935,-0.0004119873,-0.0004234314,-0.3046913,-0.4896431,-1.2468681,-0.34505463,-0.35580063,0.0,-0.24590302,-0.14047241,-0.0908432,-0.4011345,-0.3033142,-0.30112267,-0.32997894,-0.29891586,-0.33078384,-0.50910187,-0.24733734,-0.47761917,-0.7940521,-0.34415817,-0.47083282,-0.3357849,-0.19878387,-0.1952591,-0.1469841,-0.101379395,-0.12392044,-0.053092957,-0.1260376,-0.093875885
p109,-0.00041770935,-0.0004119873,-0.0004234314,-0.3046913,-0.4896431,-1.2468681,-0.34505463,-0.35580063,0.0,-0.24590302,-0.14047241,-0.0908432,-0.4011345,-0.3033142,-0.30112267,-0.32997894,-0.29891586,-0.33078384,-0.50910187,-0.24733734,-0.47761917,-0.7940521,-0.34415817,-0.47083282,-0.3357849,-0.19878387,-0.1952591,-0.1469841,-0.101379395,-0.12392044,-0.053092957,-0.1260376,-0.093875885
p110,-0.00017356873,-0.00016784668,-0.00017929077,-0.12479782,-0.18865204,-0.18307114,-0.14044571,-0.14232254,0.0,-0.10105896,-0.058750153,-0.037914276,-0.17402267,-0.12197876,-0.12334633,-0.14407349,-0.12249756,-0.13458252,-0.18883133,-0.19773865,-0.1831398,-0.17467117,-0.14818954,-0.16621399,-0.13432312,-0.08208847,-0.08110809,-0.06124878,-0.042430878,-0.051883698,-0.02223587,-0.052833557,-0.039360046
p111,-0.0004043579,-0.0004043579,-0.0004081726,-0.30176544,-0.49077606,-1.059185,-0.34160614,-0.35186005,0.0,-0.24349594,-0.13913345,-0.089977264,-0.39964294,-0.30021286,-0.29822922,-0.32738876,-0.2960434,-0.32744217,-0.50836945,-0.24687958,-0.47934723,-0.7202225,-0.34140396,-0.46084213,-0.33218002,-0.19684982,-0.19338608,-0.14557648,-0.100414276,-0.122745514,-0.0525856,-0.1248436,-0.092983246
p112,-0.00040626526,-0.0004081726,-0.0004119873,-0.31246185,-0.48127747,-1.1407051,-0.35424805,-0.36616898,0.0,-0.2523346,-0.14401627,-0.09314346,-0.4060402,-0.31155396,-0.30881882,-0.33691788,-0.30656052,-0.3396759,-0.49944687,-0.24798965,-0.47646713,-0.98461914,-0.3515625,-0.496006,-0.34534454,-0.20391083,-0.20025635,-0.15071487,-0.10393524,-0.12704468,-0.0544281,-0.12921143,-0.096241
p113,-0.00042152405,-0.0004196167,-0.0004272461,-0.3205986,-0.45054626,-0.5562477,-0.36299515,-0.37270737,0.0,-0.25821686,-0.14729309,-0.095272064,-0.43307495,-0.31879044,-0.31679344,-0.34778976,-0.31442642,-0.34803772,-0.4496498,-0.25419617,-0.55717087,-0.5197792,-0.36333084,-0.46748352,-0.35269547,-0.2086525,-0.2048645,-0.15416718,-0.10629654,-0.12993622,-0.055667877,-0.13214111,-0.098423004
p114,-0.00041007996,-0.0004081726,-0.000415802,-0.31770325,-0.40650177,-0.45731735,-0.35946274,-0.36800766,0.0,-0.2557602,-0.14588928,-0.09435654,-0.43672943,-0.31547928,-0.31391525,-0.34584045,-0.31155777,-0.34459305,-0.40180206,-0.25299835,-0.5236244,-0.46647263,-0.36144638,-0.4418068,-0.3486519,-0.20664597,-0.2028923,-0.15268707,-0.1052742,-0.128685,-0.055130005,-0.13087082,-0.09746933
p115,-0.0005016327,-0.00050354004,-0.00050735474,-0.37928772,-0.32850647,-0.36790848,-0.4234314,-0.4289627,0.0,-0.30228043,-0.17157364,-0.11101532,-0.48723984,-0.37330627,-0.37447548,-0.42103577,-0.3713646,-0.40790558,-0.32548904,-0.2622757,-0.37799835,-0.4207077,-0.44032288,-0.4595108,-0.4093399,-0.24388504,-0.2390747,-0.17975235,-0.12375641,-0.15128326,-0.06480789,-0.15380478,-0.114551544
